,id_competition,date_from,date_to,name,has_results,city,street,street_no,comp_year,prime_event,continent_short,has_logo,competition_code,updated_at_ts,updated_at,timezone,id_live_theme,code_live_theme,country_short,country,id_country,is_teams,status,external_id,id_draw_type,ages,rank_name
658,2475,2023/09/15,2023/09/16,Panamerican- Oceania Senior Championships Individuals 2023,110,"Calgary, Alberta",,,2023,0,PJC,0,pjc_oju_sen2023,1695030002,2023-09-18 09:40:02,America/Edmonton,1,ijf_official,CAN,Canada,51,0,,pjc_oju_sen2023,1,['sen'],
659,2474,2023/09/07,2023/09/09,African Senior Championships Individuals 2023,111,Casablanca,,,2023,0,AJU,0,aju_sen2023,1694424867,2023-09-11 09:34:27,Africa/Casablanca,3,aju_official,MAR,Morocco,60,0,,aju_sen2023,0,['sen'],African Championships
660,2690,2023/09/06,2023/09/06,African Senior Championships Kata 2023,0,Casablanca,,,2023,0,AJU,0,aju_kata2023,1702374110,2023-12-12 09:41:50,Africa/Casablanca,1,ijf_official,MAR,Morocco,60,0,,aju_kata2023,1,['sen'],Kata Tournament
661,2473,2023/08/30,2023/08/30,Test Event - Olympic Games - Paris 2024,16,Paris,,,2023,0,EJU,0,oi_test2023,1693582454,2023-09-01 15:34:14,Europe/Paris,1,ijf_official,FRA,France,4,0,-1,oi_test2023,0,['sen'],Olympic Games
662,2543,2023/08/26,2023/08/27,Gaia Senior European Cup 2023,96,Gaia,,,2023,0,EJU,1,cont_cup_sen_por2023,1693064533,2023-08-26 15:42:13,Europe/Lisbon,2,eju_official,POR,Portugal,21,0,,cont_cup_sen_por2023,0,['sen'],Continental Cup
663,2466,2023/08/18,2023/08/20,Zagreb Grand Prix 2023,112,Zagreb,,,2023,1,EJU,1,gp_cro2023,1692649743,2023-08-21 20:29:03,Europe/Zagreb,1,ijf_official,CRO,Croatia,44,0,,gp_cro2023,0,['sen'],Grand Prix
664,2686,2023/08/07,2023/08/13,Samorin EJU OTC 2023,0,Samorin,,,2023,0,EJU,0,eju_otc_svk2023,1691573151,2023-08-09 09:25:51,,1,ijf_official,SVK,Slovakia,45,0,-1,eju_otc_svk2023,0,['sen'],Other events
665,2692,2023/08/05,2023/08/05,IX Jeux de la Francophonie 2023 Teams,0,Kinshasa,,,2023,0,AJU,0,frgames_teams2023,1691227262,2023-08-05 09:21:02,Africa/Kinshasa,1,ijf_official,COD,Democratic Republic of the Congo,153,0,,frgames_teams2023,1,['sen'],Team event
666,2447,2023/08/04,2023/08/06,Hungary Masters 2023,112,Budapest,,,2023,1,EJU,1,masters_2023,1692182647,2023-08-16 10:44:07,Europe/Budapest,1,ijf_official,HUN,Hungary,27,0,,masters_2023,1,['sen'],Masters
667,2582,2023/08/02,2023/08/05,IX Jeux de la Francophonie 2023,105,Kinshasa,,,2023,0,AJU,0,frgames_2023,1690756569,2023-07-30 22:36:09,Africa/Kinshasa,1,ijf_official,COD,Democratic Republic of the Congo,153,0,,frgames_2023,1,['sen'],Other events
668,2252,2023/07/29,2023/08/01,Chengdu 2021 FISU World University Games,112,Chengdu,,,2023,0,JUA,0,uni_chn2023,1690800645,2023-07-31 10:50:45,Asia/Shanghai,1,ijf_official,CHN,People's Republic of China,46,0,,uni_chn2023,1,['sen'],Other events
669,2528,2023/07/22,2023/07/23,Lima Panamerican Open 2023,92,Lima,,,2023,0,PJC,0,cont_open_per2023,1690189007,2023-07-24 08:56:47,America/Lima,1,ijf_official,PER,Peru,113,0,,cont_open_per2023,1,['sen'],
670,2621,2023/07/17,2023/07/21,Papendal EJU OTC 2023,0,Papendal,,,2023,0,EJU,0,eju_otc_ned2023,1685695020,2023-06-02 08:37:00,,2,eju_official,NED,Netherlands,28,0,-1,eju_otc_ned2023,1,['sen'],Other events
671,2523,2023/07/08,2023/07/09,Bahia Panamerican Open 2023,97,Bahia,,,2023,0,PJC,0,cont_open_bra2023,1689237335,2023-07-13 08:35:35,America/Sao_Paulo,1,ijf_official,BRA,Brazil,49,0,,cont_open_bra2023,1,['sen'],
672,2526,2023/07/08,2023/07/09,Tallinn European Open 2023,99,Tallinn,,,2023,0,EJU,0,cont_open_est2023,1688975709,2023-07-10 07:55:09,Europe/Tallinn,2,eju_official,EST,Estonia,39,0,,cont_open_est2023,1,['sen'],European Open
673,2682,2023/07/07,2023/07/07,Arab Games Teams 2023,0,Algiers,,,2023,0,AJU,0,ag_teams_alg2023,1688713847,2023-07-07 07:10:47,Africa/Algiers,1,ijf_official,ALG,Algeria,50,0,,ag_teams_alg2023,1,['sen'],Other events
674,2681,2023/07/05,2023/07/06,Arab Games 2023,61,Algiers,,,2023,0,AJU,0,arabgames_alg2023,1688491686,2023-07-04 17:28:06,Africa/Algiers,1,ijf_official,ALG,Algeria,50,0,,arabgames_alg2023,1,['sen'],Other events
675,2620,2023/07/03,2023/07/07,Benidorm EJU OTC 2023,0,Benidorm,,,2023,0,EJU,0,eju_otc_esp2023,1683351132,2023-05-06 05:32:12,,2,eju_official,ESP,Spain,20,0,-1,eju_otc_esp2023,1,['sen'],Other events
676,2525,2023/07/01,2023/07/02,Guayaquil Panamerican Open 2023,110,Guayaquil,,,2023,0,PJC,0,cont_open_ecu2023,1688374260,2023-07-03 08:51:00,America/Guayaquil,1,ijf_official,ECU,Ecuador,92,0,,cont_open_ecu2023,1,['sen'],
677,2527,2023/07/01,2023/07/02,Taipei Asian Open 2023,107,Taipei,,,2023,0,JUA,0,cont_open_tpe2023,1688374261,2023-07-03 08:51:01,Asia/Taipei,1,ijf_official,TPE,Chinese Taipei,74,0,,cont_open_tpe2023,1,['sen'],Asian Open
678,2524,2023/06/24,2023/06/25,Niamey African Open 2023,71,Niamey,,,2023,0,AJU,0,cont_open_nig2023,1687761776,2023-06-26 06:42:56,Africa/Niamey,1,ijf_official,NIG,Niger,120,0,,cont_open_nig2023,1,['sen'],African Open
679,2445,2023/06/23,2023/06/25,Ulaanbaatar Grand Slam 2023,112,Ulaanbaatar,,,2023,1,JUA,1,gs_mgl2023,1690196170,2023-07-24 10:56:10,Asia/Ulaanbaatar,1,ijf_official,MGL,Mongolia,61,0,,gs_mgl2023,1,['sen'],Grand Slam
680,2636,2023/06/19,2023/06/21,International Training Camp Astana 2023,0,Astana,,,2023,0,JUA,0,itc_kaz2023,1689148828,2023-07-12 08:00:28,,1,ijf_official,KAZ,Kazakhstan,14,0,-1,itc_kaz2023,1,['sen'],Other events
681,2522,2023/06/17,2023/06/18,Abidjan African Open 2023,103,Abidjan,,,2023,0,AJU,0,cont_open_civ2023,1687166827,2023-06-19 09:27:07,Africa/Abidjan,1,ijf_official,CIV,Côte d'Ivoire,98,0,,cont_open_civ2023,1,['sen'],African Open
682,2542,2023/06/17,2023/06/18,Podcetrtek Senior European Cup 2023,109,Podcetrtek,,,2023,0,EJU,1,cont_cup_sen_slo2023,1686936645,2023-06-16 17:30:45,Europe/Ljubljana,2,eju_official,SLO,Slovenia,1,0,,cont_cup_sen_slo2023,0,['sen'],Continental Cup
683,2615,2023/06/16,2023/06/18,Qazaqstan Barysy Grand Slam 2023,112,Astana,,,2023,1,JUA,1,gs_kaz2023,1687243651,2023-06-20 06:47:31,Asia/Almaty,1,ijf_official,KAZ,Kazakhstan,14,0,,gs_kaz2023,1,['sen'],Grand Slam
684,2569,2023/06/12,2023/06/14,European Judo Championships Kata 2023,0,Podcetrtek,,,2023,0,EJU,0,ec_eju_kata_2023,1685529122,2023-05-31 10:32:02,Europe/Ljubljana,2,eju_official,SLO,Slovenia,1,0,,ec_eju_kata_2023,0,"['jun', 'sen']",Kata Tournament
685,2619,2023/06/12,2023/06/16,Porec EJU OTC 2023,0,Porec,,,2023,0,EJU,0,eju_otc_cro2023,1686142151,2023-06-07 12:49:11,Europe/Zagreb,2,eju_official,CRO,Croatia,44,0,-1,eju_otc_cro2023,1,['sen'],Other events
686,2520,2023/06/10,2023/06/11,Madrid European Open 2023,112,Madrid,,,2023,0,EJU,1,cont_open_esp2023,1686561449,2023-06-12 09:17:29,Europe/Madrid,2,eju_official,ESP,Spain,20,0,,cont_open_esp2023,1,['sen'],European Open
687,2521,2023/06/10,2023/06/11,Cordoba Panamerican Open 2023,67,Cordoba,,,2023,0,PJC,0,cont_open_arg2023,1686561450,2023-06-12 09:17:30,America/Argentina/Cordoba,1,ijf_official,ARG,Argentina,77,0,,cont_open_arg2023,1,['sen'],
688,2609,2023/06/10,2023/06/11,Bishkek Asian Open 2023,97,Bishkek,,,2023,0,JUA,0,cont_open_kgz2023,1686564856,2023-06-12 10:14:16,Asia/Bishkek,1,ijf_official,KGZ,Kyrgyzstan,84,0,,cont_open_kgz2023,1,['sen'],Asian Open
689,2529,2023/06/03,2023/06/04,Santiago Panamerican Open 2023,98,Santiago de Chile,,,2023,0,PJC,0,cont_open_chi2023,1685947554,2023-06-05 06:45:54,America/Santiago,1,ijf_official,CHI,Chile,96,0,,cont_open_chi2023,1,['sen'],
690,2512,2023/06/02,2023/06/04,Dushanbe Grand Prix 2023,112,Dushanbe,,,2023,1,JUA,1,gp_tjk2023,1686125609,2023-06-07 08:13:29,Asia/Dushanbe,1,ijf_official,TJK,Tajikistan,88,0,,gp_tjk2023,1,['sen'],Grand Prix
691,2630,2023/05/30,2023/05/30,XIXth Games of the Small States of Europe Malta 2023,66,Pembroke,,,2023,0,EJU,0,gsse_mlt2023,1685347447,2023-05-29 08:04:07,,2,eju_official,MLT,Malta,138,0,,gsse_mlt2023,0,['sen'],European Championships
692,2564,2023/05/25,2023/05/27,Grand Prix Upper Austria 2023,111,Linz,,,2023,1,EJU,1,gp_aut2023,1685453551,2023-05-30 13:32:31,Europe/Vienna,1,ijf_official,AUT,Austria,2,0,,gp_aut2023,1,['sen'],Grand Prix
693,2541,2023/05/20,2023/05/21,East Sarajevo Senior European Cup 2023,112,East Sarajevo,,,2023,0,EJU,0,cont_cup_sen_bih2023,1684238943,2023-05-16 12:09:03,Europe/Sarajevo,2,eju_official,BIH,Bosnia and Herzegovina,47,0,,cont_cup_sen_bih2023,0,['sen'],Continental Cup
694,2442,2023/05/07,2023/05/13,World Judo Championships - Doha 2023 Individuals,112,Doha,,,2023,1,JUA,1,wc_sen2023,1684064461,2023-05-14 11:41:01,Asia/Qatar,1,ijf_official,QAT,Qatar,129,0,,wc_sen2023,1,['sen'],World Championships
695,2518,2023/04/28,2023/04/29,Kuwait City Asian Open 2023,91,Kuwait City,,,2023,0,JUA,0,cont_open_kuw2023,1684064462,2023-05-14 11:41:02,Asia/Kuwait,1,ijf_official,KUW,Kuwait,87,0,,cont_open_kuw2023,1,['sen'],Asian Open
696,2516,2023/04/22,2023/04/23,Santo Domingo Panamerican Open 2023,107,Santo Domingo,,,2023,0,PJC,0,cont_open_dom2023,1684064464,2023-05-14 11:41:04,America/Dominica,1,ijf_official,DOM,Dominican Republic,95,0,,cont_open_dom2023,1,['sen'],
697,2509,2023/04/15,2023/04/16,Dubrovnik Senior European Cup 2023,112,Dubrovnik,,,2023,0,EJU,1,cont_cup_sen_cro2023,1683351218,2023-05-06 05:33:38,Europe/Zagreb,2,eju_official,CRO,Croatia,44,0,,cont_cup_sen_cro2023,0,['sen'],Continental Cup
698,2570,2023/04/15,2023/04/15,Laon European Kata Tournament,0,Loan,,,2023,0,EJU,0,kata_fra2023,1683351132,2023-05-06 05:32:12,Europe/Paris,2,eju_official,FRA,France,4,0,,kata_fra2023,0,['sen'],Kata Tournament
699,2618,2023/04/11,2023/04/15,Tata EJU OTC 2023,0,Tata,,,2023,0,EJU,0,eju_otc_hun2023,1683351132,2023-05-06 05:32:12,,2,eju_official,HUN,Hungary,27,0,-1,eju_otc_hun2023,1,['sen'],Continental Cup
700,2515,2023/04/08,2023/04/09,Varadero Panamerican Open 2023,108,Varadero,,,2023,0,PJC,0,cont_open_cub2023,1684064466,2023-05-14 11:41:06,America/Havana,1,ijf_official,CUB,Cuba,48,0,,cont_open_cub2023,1,['sen'],
701,2517,2023/04/08,2023/04/09,Luanda African Open 2023,107,Luanda,,,2023,0,AJU,0,cont_open_ang2023,1684064465,2023-05-14 11:41:05,Africa/Luanda,1,ijf_official,ANG,Angola,79,0,,cont_open_ang2023,1,['sen'],African Open
702,2441,2023/03/31,2023/04/02,Antalya Grand Slam 2023,112,Antalya,,,2023,1,EJU,1,gs_tur2023,1683351218,2023-05-06 05:33:38,Turkey,1,ijf_official,TUR,Türkiye,10,0,,gs_tur2023,1,['sen'],Grand Slam
703,2506,2023/03/25,2023/03/26,Pordenone European Kata Tournament,0,Pordenone,,,2023,0,EJU,0,kata_ita2023,1683351132,2023-05-06 05:32:12,Europe/Rome,2,eju_official,ITA,Italy,23,0,,kata_ita2023,0,"['jun', 'sen']",Kata Tournament
704,2440,2023/03/24,2023/03/26,Tbilisi Grand Slam 2023,111,Tbilisi,,,2023,1,EJU,1,gs_geo2023,1683351218,2023-05-06 05:33:38,Asia/Tbilisi,1,ijf_official,GEO,Georgia,6,0,,gs_geo2023,1,['sen'],Grand Slam
705,2505,2023/03/18,2023/03/19,Riga Senior European Cup 2023,99,Riga,,,2023,0,EJU,1,cont_cup_sen_lat2023,1683351218,2023-05-06 05:33:38,Europe/Riga,2,eju_official,LAT,Latvia,42,0,,cont_cup_sen_lat2023,0,['sen'],Continental Cup
706,2513,2023/03/18,2023/03/19,Algiers African Open 2023,99,Algiers,,,2023,0,AJU,0,cont_open_alg2023,1683351132,2023-05-06 05:32:12,Africa/Algiers,1,ijf_official,ALG,Algeria,50,0,,cont_open_alg2023,1,['sen'],African Open
707,2514,2023/03/18,2023/03/19,Medellin Panamerican Open 2023,100,Medellin,,,2023,0,PJC,0,cont_open_col2023,1683351132,2023-05-06 05:32:12,America/Bogota,1,ijf_official,COL,Colombia,97,0,,cont_open_col2023,1,['sen'],
708,2616,2023/03/13,2023/03/18,Nymburk EJU OTC 2023,0,Nymburk,,,2023,0,EJU,0,eju_otc_cze2023,1683351132,2023-05-06 05:32:12,,2,eju_official,CZE,Czech Republic,32,0,-1,eju_otc_cze2023,1,['sen'],Continental Cup
709,2468,2023/03/11,2023/03/12,Tunis African Open 2023,112,Tunis,,,2023,0,AJU,0,cont_open_tun2023,1683351132,2023-05-06 05:32:12,Africa/Tunis,1,ijf_official,TUN,Tunisia,18,0,,cont_open_tun2023,1,['sen'],African Open
710,2503,2023/03/11,2023/03/12,Rome European Open 2023,112,Rome,,,2023,0,EJU,0,cont_open_ita2023,1683351218,2023-05-06 05:33:38,Europe/Rome,2,eju_official,ITA,Italy,23,0,,cont_open_ita2023,0,['sen'],European Open
711,2608,2023/03/06,2023/03/10,Tashkent International Training Camp 2023,0,Tashkent,,,2023,0,JUA,0,itc_uzb2023,1689148754,2023-07-12 07:59:14,,1,ijf_official,UZB,Uzbekistan,17,0,-1,itc_uzb2023,1,['sen'],Continental Cup
712,2502,2023/03/04,2023/03/05,Louvain-la-Neuve European Kata Tournament 2023,0,Louvain-la-Neuve,,,2023,0,EJU,0,kata_bel2023,1683351132,2023-05-06 05:32:12,Europe/Brussels,2,eju_official,BEL,Belgium,3,0,,kata_bel2023,0,"['jun', 'sen', 'u23']",Kata Tournament
713,2461,2023/03/03,2023/03/05,Tashkent Grand Slam 2023,111,Tashkent,,,2023,1,JUA,1,gs_uzb2023,1683351218,2023-05-06 05:33:38,Asia/Tashkent,1,ijf_official,UZB,Uzbekistan,17,0,,gs_uzb2023,1,['sen'],Grand Slam
714,2626,2023/03/03,2023/03/04,Arab Judo Championships,63,Doha,,,2023,0,JUA,0,ajc_sen2023,1683351132,2023-05-06 05:32:12,Asia/Qatar,1,ijf_official,QAT,Qatar,129,0,,ajc_sen2023,1,['sen'],Other events
715,2501,2023/02/25,2023/02/26,Warsaw European Open 2023,111,Warsaw,,,2023,0,EJU,0,cont_open_pol2023,1683351218,2023-05-06 05:33:38,Europe/Warsaw,2,eju_official,POL,Poland,25,0,,cont_open_pol2023,0,['sen'],European Open
716,2439,2023/02/16,2023/02/18,Tel Aviv Grand Slam 2023,111,Tel Aviv,,,2023,1,EJU,1,gs_isr2023,1683351218,2023-05-06 05:33:38,Asia/Jerusalem,1,ijf_official,ISR,Israel,24,0,,gs_isr2023,1,['sen'],Grand Slam
717,2500,2023/02/11,2023/02/12,Sofia European Open 2023,112,Sofia,,,2023,0,EJU,0,cont_open_bul2023,1683351132,2023-05-06 05:32:12,Europe/Sofia,2,eju_official,BUL,Bulgaria,29,0,,cont_open_bul2023,0,['sen'],European Open
718,2583,2023/02/06,2023/02/09,Paris International Training Camp,0,Paris,,,2023,0,EJU,0,itc_fra2023,1689148772,2023-07-12 07:59:32,,1,ijf_official,FRA,France,4,0,-1,itc_fra2023,1,['sen'],Other events
719,2438,2023/02/04,2023/02/05,Paris Grand Slam 2023,112,Paris,,,2023,1,EJU,1,gs_fra2023,1683351218,2023-05-06 05:33:38,Europe/Paris,1,ijf_official,FRA,France,4,0,,gs_fra2023,1,['sen'],Grand Slam
720,2584,2023/01/30,2023/02/02,Herstal EJU OTC Training Camp 2023,0,Herstal,,,2023,0,EJU,0,eju_otc_bel2023,1683351132,2023-05-06 05:32:12,,1,ijf_official,BEL,Belgium,3,0,-1,eju_otc_bel2023,0,['sen'],Continental Cup
721,2610,2023/01/30,2023/01/31,2023 IBSA Judo Grand Prix – POR – Almada,0,Almada,,,2023,0,EJU,0,gp_ibsa_por2023,1683351132,2023-05-06 05:32:12,,1,ijf_official,POR,Portugal,21,0,,gp_ibsa_por2023,1,['sen'],Grand Prix
722,2437,2023/01/27,2023/01/29,Grand Prix Portugal 2023,111,Almada,,,2023,1,EJU,1,gp_por2023,1683351218,2023-05-06 05:33:38,Europe/Lisbon,1,ijf_official,POR,Portugal,21,0,,gp_por2023,1,['sen'],Grand Prix
723,2519,2023/01/09,2023/01/17,Mittersill EJU OTC Training Camp 2023,0,Mittersill,,,2023,0,EJU,0,eju_otc_aut2023,1683351132,2023-05-06 05:32:12,Europe/Vienna,1,ijf_official,AUT,Austria,2,0,-1,eju_otc_aut2023,1,['sen'],Other events
